wavelength	n	k
827.993066	1.9187101082635059	4.884505961066715E-07
829.559375	1.919280024877481	1.4613093349402826E-07
831.125488	1.91938937559442	-3.627914641200443E-08
832.691504	1.919014111439261	1.098935642548749E-08
834.257324	1.9180947481929642	5.669669746943117E-09
835.823145	1.9175406498616074	-1.1294678876392116E-09
837.38877	1.9180651725578357	0
838.954199	1.918750779878221	0
840.519531	1.9189767505752582	0
842.084863	1.91874690460321	0
843.649902	1.9180341625529558	0
845.214941	1.917150967562506	0
846.779785	1.9173322404894306	0
848.344531	1.9181301672976825	0
849.90918	1.9185150151932184	0
851.473633	1.9184805909071931	0
853.037988	1.9180329536235907	0
854.602246	1.9170235357535708	0
856.166406	1.9166176513170385	0
857.730371	1.9173400889996688	0
859.294238	1.9179286159288116	0
860.858008	1.918144777819694	0
862.421582	1.91793792079934	0
863.985156	1.9172954892729115	0
865.548535	1.916428601246349	0
867.111816	1.916323023882164	0
868.675	1.917148041268534	0
870.237988	1.9176009948223494	0
871.800879	1.917715656787143	0
873.363672	1.9174114542245955	0
874.926367	1.9166960136076174	0
876.488965	1.9158871490761844	1.661934843117053E-09
878.051367	1.9160820803061611	-6.460197915642569E-09
879.613672	1.9167945938244566	1.8478817775075388E-08
881.175879	1.9172047279028692	1.173393314120841E-07
882.737988	1.9172908075529804	1.0930666289727017E-08
884.3	1.9169639950756903	-5.373708468676429E-08
885.861914	1.9162837920294276	1.1887262475973223E-07
887.423633	1.9154020767949855	2.159270388492651E-06
888.985254	1.9157014868978424	-1.7922637175120916E-08
890.546777	1.916361129325038	-4.804990554957443E-09
892.108203	1.9167812450946535	0
893.669531	1.9168974589516143	0
895.230762	1.9166243300416	0
896.791797	1.916053525199284	0
898.352832	1.9151173899318006	0
899.913672	1.915165158211458	0
901.474414	1.9158092613376014	4.305631581437925E-09
903.035059	1.9163031977597826	-2.3978985798614262E-08
904.595605	1.9165208366949413	1.8389173232009253E-07
906.156055	1.916365474118061	7.291822880552103E-08
907.716406	1.9158938687177478	-1.600484067340209E-08
909.27666	1.9150624412622266	0
910.836816	1.914621591003587	0
912.396777	1.9150826958339529	8.502857078174562E-09
913.956738	1.9157144070692982	-4.1031090325509277E-08
915.516602	1.9160425428139167	1.9128202691191267E-07
917.07627	1.9160656530405913	1.9061691830977965E-07
918.635938	1.9157525900194177	-3.08889813315521E-08
920.195508	1.9151294430189778	-1.8551569109015267E-09
921.754883	1.9143548374393053	6.860702852046717E-09
923.314258	1.9142620418539433	2.9469867425148378E-08
924.873437	1.9149649163800622	-3.051894048065088E-08
926.432617	1.9154451070934768	1.3888096618427852E-07
927.991699	1.9156678952157566	3.655435071946638E-07
929.550684	1.9155907859547894	1.5362971351717492E-07
931.109473	1.9152118728406686	4.0989303820753105E-07
932.668262	1.9145141105362138	-1.7534171934025307E-08
934.226953	1.91376109214374	1.1348037138875104E-07
935.785547	1.9140618494246529	1.0508048734818468E-07
937.344043	1.914684714942827	1.0690508667098976E-07
938.902539	1.9151085464808468	1.0199619479481044E-07
940.46084	1.9153049569747624	1.0290426698744482E-07
942.019141	1.9151906196253219	1.0238334099167376E-07
943.577246	1.9147814765157039	9.541422078773504E-08
945.135352	1.9141525389350733	9.267115622316461E-08
946.693359	1.9134363922838113	8.561977198767723E-08
948.25127	1.9136705456705354	9.702724310182063E-08
949.809082	1.9142761132725092	6.610871990968882E-08
951.366895	1.9147160840028778	-2.057487062998543E-07
952.924609	1.9149267484431336	1.5298629343999126E-06
954.482227	1.914846908025751	8.539734606038181E-07
956.039746	1.9144994213518347	1.059348995520098E-06
957.597168	1.913901822400079	1.323135575081045E-06
959.15459	1.9131841246718633	-1.2470148323627474E-07
960.711914	1.913109556211996	7.474034590175908E-08
962.269141	1.913753669643638	7.162241783368484E-08
963.826367	1.914223272107664	6.799134052095879E-08
965.383398	1.914489081627918	7.073601528443375E-08
966.940527	1.9145118046081917	5.1627101549933956E-08
968.497461	1.9142494629274196	4.238866508072816E-09
970.054395	1.9137527456701626	5.67686249511422E-08
971.61123	1.913077626961762	4.3610383125258743E-13
973.168066	1.9126243762496355	4.8563176322894094E-08
974.724707	1.9130975092869134	5.179155939781053E-08
976.281445	1.9136398576170284	4.633864072838124E-08
977.838086	1.9140104132899791	1.1177671609564707E-09
979.394629	1.914175880302316	4.0663325702894957E-07
980.951074	1.9140753081178656	1.9672357339830302E-07
982.50752	1.9137293045392914	4.6901587403527185E-09
984.063965	1.9131951153589808	9.630769493991062E-08
985.620313	1.9124800977690288	-2.034579196293881E-07
987.176563	1.9123446784912348	9.953239332656462E-07
988.732812	1.9128999376206897	1.545836206245646E-06
